"species","transect","frequency","comment"
"Pteridium esculentum","T53",0,""
"Pteridium esculentum","T14",0,""
"Pteridium esculentum","T19",0,""
"Pteridium esculentum","T42",1,""
"Pteridium esculentum","T36",0,""
"Pteridium esculentum","T35",0,""
"Pteridium esculentum","T20",0,""
"Pteridium esculentum","T41",0,""
"Pteridium esculentum","T7",0,""
"Pteridium esculentum","T1",0,""
"Pteridium esculentum","T50",0,""
"Pteridium esculentum","T6",0,""
"Pteridium esculentum","T3",0,""
"Pteridium esculentum","T34",0,""
"Pteridium esculentum","T4",0,""
"Pteridium esculentum","T18",0,""
"Pteridium esculentum","T2",0,""
"Pteridium esculentum","T5",0,""
"Pteridium esculentum","T48",0,""
"Pteridium esculentum","T31",0,""
"Pteridium esculentum","T30",0,""
"Pteridium esculentum","T29",0,""
"Pteridium esculentum","T60",9,""
"Pteridium esculentum","T10",0,""
"Pteridium esculentum","T22",0,""
"Pteridium esculentum","T15",0,""
"Pteridium esculentum","T46",0,""
"Pteridium esculentum","T47",0,""
"Pteridium esculentum","T38",0,""
"Pteridium esculentum","T49",0,""
"Pteridium esculentum","T12",0,""
"Pteridium esculentum","T11",0,""
"Pteridium esculentum","T40",0,""
"Pteridium esculentum","T27",0,""
"Pteridium esculentum","T26",0,""
"Pteridium esculentum","T45",0,""
"Pteridium esculentum","T32",0,""
"Pteridium esculentum","T39",0,""
"Pteridium esculentum","T33",0,""
"Pteridium esculentum","T57",0,""
"Pteridium esculentum","T37",0,""
"Pteridium esculentum","T25",0,""
"Pteridium esculentum","T17",0,""
"Pteridium esculentum","T9",0,""
"Pteridium esculentum","T13",0,""
"Pteridium esculentum","T28",0,""
"Pteridium esculentum","T8",0,""
"Pteridium esculentum","T44",0,""
"Pteridium esculentum","T24",0,""
"Pteridium esculentum","T43",0,""
"Pteridium esculentum","T23",0,""
"Pteridium esculentum","T59",0,""
"Ptilothrix deusta","T16",0,""
"Ptilothrix deusta","T34",0,""
"Ptilothrix deusta","T14",29,""
"Ptilothrix deusta","T36",30,""
"Ptilothrix deusta","T5",0,""
"Ptilothrix deusta","T53",30,""
"Ptilothrix deusta","T42",0,""
"Ptilothrix deusta","T21",0,""
"Ptilothrix deusta","T19",2,""
"Ptilothrix deusta","T50",23,""
"Ptilothrix deusta","T29",30,""
"Ptilothrix deusta","T35",0,""
"Ptilothrix deusta","T20",30,""
"Ptilothrix deusta","T22",30,""
"Ptilothrix deusta","T57",0,""
"Ptilothrix deusta","T46",0,""
"Ptilothrix deusta","T31",25,""
"Ptilothrix deusta","T18",11,""
"Ptilothrix deusta","T49",0,""
"Ptilothrix deusta","T3",24,""
"Ptilothrix deusta","T45",30,""
"Ptilothrix deusta","T17",2,""
"Ptilothrix deusta","T1",0,""
"Ptilothrix deusta","T41",30,""
"Ptilothrix deusta","T7",30,""
"Ptilothrix deusta","T11",17,""
"Ptilothrix deusta","T30",8,""
"Ptilothrix deusta","T33",28,""
"Ptilothrix deusta","T15",0,""
"Ptilothrix deusta","T38",30,""
"Ptilothrix deusta","T60",0,""
"Ptilothrix deusta","T32",30,""
"Ptilothrix deusta","T2",29,""
"Ptilothrix deusta","T26",0,""
"Ptilothrix deusta","T25",0,""
"Ptilothrix deusta","T4",30,""
"Ptilothrix deusta","T6",30,""
"Ptilothrix deusta","T40",0,""
"Ptilothrix deusta","T12",2,""
"Ptilothrix deusta","T48",24,""
"Ptilothrix deusta","T27",25,""
"Ptilothrix deusta","T9",28,""
"Ptilothrix deusta","T28",0,""
"Ptilothrix deusta","T47",28,""
"Ptilothrix deusta","T44",30,""
"Ptilothrix deusta","T8",30,""
"Ptilothrix deusta","T24",0,""
"Ptilothrix deusta","T43",8,""
"Ptilothrix deusta","T10",1,""
"Ptilothrix deusta","T37",19,""
"Ptilothrix deusta","T39",29,""
"Ptilothrix deusta","T59",30,""
"Ptilothrix deusta","T23",0,""
"Ptilothrix deusta","T13",28,""
"Pultenaea aristata","T53",0,""
"Pultenaea aristata","T5",0,""
"Pultenaea aristata","T36",0,""
"Pultenaea aristata","T20",0,""
"Pultenaea aristata","T19",0,""
"Pultenaea aristata","T49",0,""
"Pultenaea aristata","T3",0,""
"Pultenaea aristata","T16",0,""
"Pultenaea aristata","T29",0,""
"Pultenaea aristata","T21",0,""
"Pultenaea aristata","T41",1,""
"Pultenaea aristata","T34",0,""
"Pultenaea aristata","T50",0,""
"Pultenaea aristata","T27",0,""
"Pultenaea aristata","T15",0,""
"Pultenaea aristata","T57",0,""
"Pultenaea aristata","T14",0,""
"Pultenaea aristata","T37",0,""
"Pultenaea aristata","T17",0,""
"Pultenaea aristata","T22",0,""
"Pultenaea aristata","T35",0,""
"Pultenaea aristata","T7",0,""
"Pultenaea aristata","T4",0,""
"Pultenaea aristata","T6",9,""
"Pultenaea aristata","T46",0,""
"Pultenaea aristata","T45",0,""
"Pultenaea aristata","T48",0,""
"Pultenaea aristata","T18",6,""
"Pultenaea aristata","T33",0,""
"Pultenaea aristata","T42",0,""
"Pultenaea aristata","T60",0,""
"Pultenaea aristata","T44",7,""
"Pultenaea aristata","T9",1,""
"Pultenaea aristata","T26",0,""
"Pultenaea aristata","T11",3,""
"Pultenaea aristata","T31",0,""
"Pultenaea aristata","T1",0,""
"Pultenaea aristata","T28",0,""
"Pultenaea aristata","T40",0,""
"Pultenaea aristata","T10",0,""
"Pultenaea aristata","T30",0,""
"Pultenaea aristata","T32",0,""
"Pultenaea aristata","T2",0,""
"Pultenaea aristata","T47",3,""
"Pultenaea aristata","T39",0,""
"Pultenaea aristata","T8",0,""
"Pultenaea aristata","T24",0,""
"Pultenaea aristata","T43",0,""
"Pultenaea aristata","T38",0,""
"Pultenaea aristata","T25",0,""
"Pultenaea aristata","T23",0,""
"Pultenaea aristata","T12",0,""
"Pultenaea aristata","T13",0,""
"Pultenaea aristata","T59",0,""
"Pultenaea divaricata","T53",0,""
"Pultenaea divaricata","T35",3,""
"Pultenaea divaricata","T15",0,""
"Pultenaea divaricata","T14",0,""
"Pultenaea divaricata","T20",0,""
"Pultenaea divaricata","T9",0,""
"Pultenaea divaricata","T19",0,""
"Pultenaea divaricata","T47",0,""
"Pultenaea divaricata","T21",0,""
"Pultenaea divaricata","T4",0,""
"Pultenaea divaricata","T29",0,""
"Pultenaea divaricata","T46",3,""
"Pultenaea divaricata","T50",0,""
"Pultenaea divaricata","T30",0,""
"Pultenaea divaricata","T18",0,""
"Pultenaea divaricata","T5",0,""
"Pultenaea divaricata","T36",0,""
"Pultenaea divaricata","T49",0,""
"Pultenaea divaricata","T44",0,""
"Pultenaea divaricata","T41",0,""
"Pultenaea divaricata","T42",0,""
"Pultenaea divaricata","T34",0,""
"Pultenaea divaricata","T16",0,""
"Pultenaea divaricata","T1",0,""
"Pultenaea divaricata","T26",0,""
"Pultenaea divaricata","T40",0,""
"Pultenaea divaricata","T45",0,""
"Pultenaea divaricata","T27",0,""
"Pultenaea divaricata","T33",0,""
"Pultenaea divaricata","T3",0,""
"Pultenaea divaricata","T60",0,""
"Pultenaea divaricata","T37",0,""
"Pultenaea divaricata","T17",0,""
"Pultenaea divaricata","T22",0,""
"Pultenaea divaricata","T7",0,""
"Pultenaea divaricata","T38",0,""
"Pultenaea divaricata","T31",0,""
"Pultenaea divaricata","T6",0,""
"Pultenaea divaricata","T59",0,""
"Pultenaea divaricata","T12",0,""
"Pultenaea divaricata","T48",0,""
"Pultenaea divaricata","T8",0,""
"Pultenaea divaricata","T57",18,""
"Pultenaea divaricata","T11",0,""
"Pultenaea divaricata","T39",0,""
"Pultenaea divaricata","T24",0,""
"Pultenaea divaricata","T32",0,""
"Pultenaea divaricata","T13",0,""
"Pultenaea divaricata","T25",0,""
"Pultenaea divaricata","T10",0,""
"Pultenaea divaricata","T28",0,""
"Pultenaea divaricata","T2",0,""
"Pultenaea divaricata","T43",0,""
"Pultenaea divaricata","T23",0,""
"Pultenaea tuberculata","T19",0,""
"Pultenaea tuberculata","T6",0,""
"Pultenaea tuberculata","T53",0,""
"Pultenaea tuberculata","T14",0,""
"Pultenaea tuberculata","T35",0,""
"Pultenaea tuberculata","T20",0,""
"Pultenaea tuberculata","T5",0,""
"Pultenaea tuberculata","T12",0,""
"Pultenaea tuberculata","T44",0,""
"Pultenaea tuberculata","T49",0,""
"Pultenaea tuberculata","T21",0,""
"Pultenaea tuberculata","T29",0,""
"Pultenaea tuberculata","T34",0,""
"Pultenaea tuberculata","T16",0,""
"Pultenaea tuberculata","T50",0,""
"Pultenaea tuberculata","T42",0,""
"Pultenaea tuberculata","T3",0,""
"Pultenaea tuberculata","T30",0,""
"Pultenaea tuberculata","T39",2,""
"Pultenaea tuberculata","T41",0,""
"Pultenaea tuberculata","T26",0,""
"Pultenaea tuberculata","T60",0,""
"Pultenaea tuberculata","T36",0,""
"Pultenaea tuberculata","T4",0,""
"Pultenaea tuberculata","T1",0,""
"Pultenaea tuberculata","T46",0,""
"Pultenaea tuberculata","T10",0,""
"Pultenaea tuberculata","T48",0,""
"Pultenaea tuberculata","T15",0,""
"Pultenaea tuberculata","T57",0,""
"Pultenaea tuberculata","T47",1,""
"Pultenaea tuberculata","T40",0,""
"Pultenaea tuberculata","T9",0,""
"Pultenaea tuberculata","T22",0,""
"Pultenaea tuberculata","T7",0,""
"Pultenaea tuberculata","T11",0,""
"Pultenaea tuberculata","T31",0,""
"Pultenaea tuberculata","T28",0,""
"Pultenaea tuberculata","T45",0,""
"Pultenaea tuberculata","T8",0,""
"Pultenaea tuberculata","T38",0,""
"Pultenaea tuberculata","T18",0,""
"Pultenaea tuberculata","T33",0,""
"Pultenaea tuberculata","T43",0,""
"Pultenaea tuberculata","T37",0,""
"Pultenaea tuberculata","T17",0,""
"Pultenaea tuberculata","T2",5,""
"Pultenaea tuberculata","T25",0,""
"Pultenaea tuberculata","T27",0,""
"Pultenaea tuberculata","T23",0,""
"Pultenaea tuberculata","T59",0,""
"Pultenaea tuberculata","T24",0,""
"Pultenaea tuberculata","T32",0,""
"Pultenaea tuberculata","T13",0,""
"Schizaea bifida","T60",0,""
"Schizaea bifida","T19",0,""
"Schizaea bifida","T20",0,""
"Schizaea bifida","T1",0,""
"Schizaea bifida","T5",0,""
"Schizaea bifida","T35",0,""
"Schizaea bifida","T29",0,""
"Schizaea bifida","T34",0,""
"Schizaea bifida","T21",0,""
"Schizaea bifida","T44",0,""
"Schizaea bifida","T15",0,""
"Schizaea bifida","T42",0,""
"Schizaea bifida","T53",0,""
"Schizaea bifida","T14",0,""
"Schizaea bifida","T4",0,""
"Schizaea bifida","T41",0,""
"Schizaea bifida","T3",0,""
"Schizaea bifida","T39",3,""
"Schizaea bifida","T50",0,""
"Schizaea bifida","T57",0,""
"Schizaea bifida","T22",0,""
"Schizaea bifida","T7",0,""
"Schizaea bifida","T24",0,""
"Schizaea bifida","T16",0,""
"Schizaea bifida","T6",0,""
"Schizaea bifida","T45",0,""
"Schizaea bifida","T36",0,""
"Schizaea bifida","T30",0,""
"Schizaea bifida","T18",0,""
"Schizaea bifida","T33",3,""
"Schizaea bifida","T12",1,""
"Schizaea bifida","T47",0,""
"Schizaea bifida","T49",0,""
"Schizaea bifida","T9",1,""
"Schizaea bifida","T26",0,""
"Schizaea bifida","T46",0,""
"Schizaea bifida","T38",0,""
"Schizaea bifida","T31",0,""
"Schizaea bifida","T40",0,""
"Schizaea bifida","T10",7,""
"Schizaea bifida","T11",0,""
"Schizaea bifida","T27",0,""
"Schizaea bifida","T8",0,""
"Schizaea bifida","T2",0,""
"Schizaea bifida","T25",0,""
"Schizaea bifida","T43",0,""
"Schizaea bifida","T17",0,""
"Schizaea bifida","T28",0,""
"Schizaea bifida","T32",1,""
"Schizaea bifida","T59",0,""
"Schizaea bifida","T48",0,""
"Schizaea bifida","T37",0,""
"Schizaea bifida","T13",0,""
"Schizaea bifida","T23",0,""
"Schoenus brevifolius","T60",0,""
"Schoenus brevifolius","T16",0,""
"Schoenus brevifolius","T19",15,""
"Schoenus brevifolius","T41",28,""
"Schoenus brevifolius","T42",27,""
"Schoenus brevifolius","T20",24,""
"Schoenus brevifolius","T5",14,""
"Schoenus brevifolius","T3",27,""
"Schoenus brevifolius","T7",30,""
"Schoenus brevifolius","T35",9,""
"Schoenus brevifolius","T50",14,""
"Schoenus brevifolius","T29",29,""
"Schoenus brevifolius","T40",17,""
"Schoenus brevifolius","T14",0,""
"Schoenus brevifolius","T21",1,""
"Schoenus brevifolius","T18",0,""
"Schoenus brevifolius","T15",18,""
"Schoenus brevifolius","T26",30,""
"Schoenus brevifolius","T30",27,""
"Schoenus brevifolius","T49",29,""
"Schoenus brevifolius","T22",24,""
"Schoenus brevifolius","T6",22,""
"Schoenus brevifolius","T39",5,""
"Schoenus brevifolius","T31",26,""
"Schoenus brevifolius","T1",26,""
"Schoenus brevifolius","T57",27,""
"Schoenus brevifolius","T34",10,""
"Schoenus brevifolius","T27",25,""
"Schoenus brevifolius","T48",0,""
"Schoenus brevifolius","T9",0,""
"Schoenus brevifolius","T2",0,""
"Schoenus brevifolius","T12",13,""
"Schoenus brevifolius","T44",0,""
"Schoenus brevifolius","T4",30,""
"Schoenus brevifolius","T28",8,""
"Schoenus brevifolius","T53",0,""
"Schoenus brevifolius","T36",30,""
"Schoenus brevifolius","T38",30,""
"Schoenus brevifolius","T33",18,""
"Schoenus brevifolius","T45",30,""
"Schoenus brevifolius","T10",30,""
"Schoenus brevifolius","T24",1,""
"Schoenus brevifolius","T17",1,""
"Schoenus brevifolius","T32",12,""
"Schoenus brevifolius","T11",29,""
"Schoenus brevifolius","T46",6,""
"Schoenus brevifolius","T13",23,""
"Schoenus brevifolius","T8",20,""
"Schoenus brevifolius","T25",18,""
"Schoenus brevifolius","T43",28,""
"Schoenus brevifolius","T47",11,""
"Schoenus brevifolius","T37",1,""
"Schoenus brevifolius","T23",0,""
"Schoenus brevifolius","T59",30,""
"Schoenus lepidosperma subspecies pachylepis","T20",6,""
"Schoenus lepidosperma subspecies pachylepis","T50",0,""
"Schoenus lepidosperma subspecies pachylepis","T5",0,""
"Schoenus lepidosperma subspecies pachylepis","T15",0,""
"Schoenus lepidosperma subspecies pachylepis","T3",0,""
"Schoenus lepidosperma subspecies pachylepis","T4",0,""
"Schoenus lepidosperma subspecies pachylepis","T18",1,""
"Schoenus lepidosperma subspecies pachylepis","T22",0,""
"Schoenus lepidosperma subspecies pachylepis","T41",0,""
"Schoenus lepidosperma subspecies pachylepis","T34",0,""
"Schoenus lepidosperma subspecies pachylepis","T49",0,""
"Schoenus lepidosperma subspecies pachylepis","T21",0,""
"Schoenus lepidosperma subspecies pachylepis","T19",0,""
"Schoenus lepidosperma subspecies pachylepis","T40",0,""
"Schoenus lepidosperma subspecies pachylepis","T16",0,""
"Schoenus lepidosperma subspecies pachylepis","T30",0,""
"Schoenus lepidosperma subspecies pachylepis","T33",27,""
"Schoenus lepidosperma subspecies pachylepis","T57",0,""
"Schoenus lepidosperma subspecies pachylepis","T39",18,""
"Schoenus lepidosperma subspecies pachylepis","T60",0,""
"Schoenus lepidosperma subspecies pachylepis","T9",3,""
"Schoenus lepidosperma subspecies pachylepis","T29",0,""
"Schoenus lepidosperma subspecies pachylepis","T26",0,""
"Schoenus lepidosperma subspecies pachylepis","T14",0,""
"Schoenus lepidosperma subspecies pachylepis","T31",0,""
"Schoenus lepidosperma subspecies pachylepis","T6",7,""
"Schoenus lepidosperma subspecies pachylepis","T25",0,""
"Schoenus lepidosperma subspecies pachylepis","T35",0,""
"Schoenus lepidosperma subspecies pachylepis","T27",0,""
"Schoenus lepidosperma subspecies pachylepis","T8",0,""
"Schoenus lepidosperma subspecies pachylepis","T23",0,""
"Schoenus lepidosperma subspecies pachylepis","T42",0,""
"Schoenus lepidosperma subspecies pachylepis","T24",0,""
"Schoenus lepidosperma subspecies pachylepis","T17",9,""
"Schoenus lepidosperma subspecies pachylepis","T2",13,""
"Schoenus lepidosperma subspecies pachylepis","T7",16,""
"Schoenus lepidosperma subspecies pachylepis","T36",0,""
"Schoenus lepidosperma subspecies pachylepis","T46",1,""
"Schoenus lepidosperma subspecies pachylepis","T1",0,""
"Schoenus lepidosperma subspecies pachylepis","T32",14,""
"Schoenus lepidosperma subspecies pachylepis","T45",0,""
"Schoenus lepidosperma subspecies pachylepis","T48",0,""
"Schoenus lepidosperma subspecies pachylepis","T38",0,""
"Schoenus lepidosperma subspecies pachylepis","T13",0,""
"Schoenus lepidosperma subspecies pachylepis","T11",0,""
"Schoenus lepidosperma subspecies pachylepis","T47",0,""
"Schoenus lepidosperma subspecies pachylepis","T44",0,""
"Schoenus lepidosperma subspecies pachylepis","T37",0,""
"Schoenus lepidosperma subspecies pachylepis","T59",0,""
"Schoenus lepidosperma subspecies pachylepis","T53",3,""
"Schoenus lepidosperma subspecies pachylepis","T10",0,""
"Schoenus lepidosperma subspecies pachylepis","T43",0,""
"Schoenus lepidosperma subspecies pachylepis","T28",0,""
"Schoenus lepidosperma subspecies pachylepis","T12",0,""
"Schoenus maschalinus","T5",0,""
"Schoenus maschalinus","T6",0,""
"Schoenus maschalinus","T41",0,""
"Schoenus maschalinus","T3",0,""
"Schoenus maschalinus","T14",0,""
"Schoenus maschalinus","T20",0,""
"Schoenus maschalinus","T50",0,""
"Schoenus maschalinus","T49",0,""
"Schoenus maschalinus","T60",2,""
"Schoenus maschalinus","T4",0,""
"Schoenus maschalinus","T39",0,""
"Schoenus maschalinus","T16",0,""
"Schoenus maschalinus","T21",0,""
"Schoenus maschalinus","T19",0,""
"Schoenus maschalinus","T26",0,""
"Schoenus maschalinus","T33",0,""
"Schoenus maschalinus","T15",0,""
"Schoenus maschalinus","T30",0,""
"Schoenus maschalinus","T35",0,""
"Schoenus maschalinus","T24",0,""
"Schoenus maschalinus","T17",0,""
"Schoenus maschalinus","T22",0,""
"Schoenus maschalinus","T57",0,""
"Schoenus maschalinus","T34",0,""
"Schoenus maschalinus","T53",0,""
"Schoenus maschalinus","T31",0,""
"Schoenus maschalinus","T11",0,""
"Schoenus maschalinus","T18",0,""
"Schoenus maschalinus","T40",0,""
"Schoenus maschalinus","T45",0,""
"Schoenus maschalinus","T48",0,""
"Schoenus maschalinus","T27",0,""
"Schoenus maschalinus","T42",0,""
"Schoenus maschalinus","T44",0,""
"Schoenus maschalinus","T9",0,""
"Schoenus maschalinus","T7",0,""
"Schoenus maschalinus","T46",0,""
"Schoenus maschalinus","T43",0,""
"Schoenus maschalinus","T36",0,""
"Schoenus maschalinus","T1",0,""
"Schoenus maschalinus","T25",0,""
"Schoenus maschalinus","T12",0,""
"Schoenus maschalinus","T38",0,""
"Schoenus maschalinus","T23",0,""
"Schoenus maschalinus","T8",0,""
"Schoenus maschalinus","T2",0,""
"Schoenus maschalinus","T37",0,""
"Schoenus maschalinus","T32",0,""
"Schoenus maschalinus","T29",0,""
"Schoenus maschalinus","T10",0,""
"Schoenus maschalinus","T13",0,""
"Schoenus maschalinus","T28",0,""
"Schoenus maschalinus","T47",0,""
"Schoenus maschalinus","T59",0,""
"Schoenus moorei","T14",0,""
"Schoenus moorei","T60",0,""
"Schoenus moorei","T19",0,""
"Schoenus moorei","T26",0,""
"Schoenus moorei","T6",0,""
"Schoenus moorei","T20",0,""
"Schoenus moorei","T50",0,""
"Schoenus moorei","T35",0,""
"Schoenus moorei","T17",0,""
"Schoenus moorei","T41",0,""
"Schoenus moorei","T57",0,""
"Schoenus moorei","T11",0,""
"Schoenus moorei","T16",0,""
"Schoenus moorei","T7",0,""
"Schoenus moorei","T4",0,""
"Schoenus moorei","T40",0,""
"Schoenus moorei","T3",0,""
"Schoenus moorei","T30",0,""
"Schoenus moorei","T5",0,""
"Schoenus moorei","T27",0,""
"Schoenus moorei","T24",0,""
"Schoenus moorei","T44",0,""
"Schoenus moorei","T39",0,""
"Schoenus moorei","T34",0,""
"Schoenus moorei","T29",0,""
"Schoenus moorei","T53",0,""
"Schoenus moorei","T21",0,""
"Schoenus moorei","T59",0,""
"Schoenus moorei","T43",0,""
"Schoenus moorei","T45",0,""
"Schoenus moorei","T48",2,""
"Schoenus moorei","T15",0,""
"Schoenus moorei","T33",0,""
"Schoenus moorei","T42",0,""
"Schoenus moorei","T37",0,""
"Schoenus moorei","T22",0,""
"Schoenus moorei","T49",0,""
"Schoenus moorei","T25",0,""
"Schoenus moorei","T46",0,""
"Schoenus moorei","T36",0,""
"Schoenus moorei","T1",0,""
"Schoenus moorei","T2",0,""
"Schoenus moorei","T38",0,""
"Schoenus moorei","T8",0,""
"Schoenus moorei","T18",0,""
"Schoenus moorei","T31",0,""
"Schoenus moorei","T12",0,""
"Schoenus moorei","T47",0,""
"Schoenus moorei","T9",0,""
"Schoenus moorei","T32",0,""
"Schoenus moorei","T13",0,""
"Schoenus moorei","T10",0,""
"Schoenus moorei","T28",0,""
"Schoenus moorei","T23",0,""
"Schoenus paludosus","T60",0,""
"Schoenus paludosus","T44",6,""
"Schoenus paludosus","T4",1,""
"Schoenus paludosus","T40",0,""
"Schoenus paludosus","T15",0,""
"Schoenus paludosus","T50",0,""
"Schoenus paludosus","T26",0,""
"Schoenus paludosus","T30",0,""
"Schoenus paludosus","T39",0,""
"Schoenus paludosus","T17",7,""
"Schoenus paludosus","T35",0,""
"Schoenus paludosus","T19",0,""
"Schoenus paludosus","T53",0,""
"Schoenus paludosus","T16",0,""
"Schoenus paludosus","T49",0,""
"Schoenus paludosus","T45",0,""
"Schoenus paludosus","T38",0,""
"Schoenus paludosus","T48",0,""
"Schoenus paludosus","T20",4,""
"Schoenus paludosus","T5",0,""
"Schoenus paludosus","T27",0,""
"Schoenus paludosus","T37",0,""
"Schoenus paludosus","T24",0,""
"Schoenus paludosus","T29",7,""
"Schoenus paludosus","T34",0,""
"Schoenus paludosus","T11",0,""
"Schoenus paludosus","T36",0,""
"Schoenus paludosus","T21",0,""
"Schoenus paludosus","T43",0,""
"Schoenus paludosus","T13",0,""
"Schoenus paludosus","T25",0,""
"Schoenus paludosus","T18",0,""
"Schoenus paludosus","T3",0,""
"Schoenus paludosus","T7",14,""
"Schoenus paludosus","T57",0,""
"Schoenus paludosus","T32",0,""
"Schoenus paludosus","T22",0,""
"Schoenus paludosus","T6",0,""
"Schoenus paludosus","T14",0,""
"Schoenus paludosus","T46",0,""
"Schoenus paludosus","T31",1,""
"Schoenus paludosus","T33",19,""
"Schoenus paludosus","T41",0,""
"Schoenus paludosus","T23",0,""
"Schoenus paludosus","T10",0,""
"Schoenus paludosus","T9",15,""
"Schoenus paludosus","T1",0,""
"Schoenus paludosus","T28",0,""
"Schoenus paludosus","T42",0,""
"Schoenus paludosus","T8",0,""
"Schoenus paludosus","T2",0,""
"Schoenus paludosus","T47",2,""
"Schoenus paludosus","T12",0,""
"Schoenus paludosus","T59",0,""
"Schoenus villosus","T29",0,""
"Schoenus villosus","T45",0,""
"Schoenus villosus","T28",0,""
"Schoenus villosus","T40",0,""
"Schoenus villosus","T30",0,""
"Schoenus villosus","T44",22,""
"Schoenus villosus","T43",0,""
"Schoenus villosus","T49",0,""
"Schoenus villosus","T39",0,""
"Schoenus villosus","T23",0,""
"Schoenus villosus","T24",0,""
"Schoenus villosus","T9",0,""
"Schoenus villosus","T25",0,""
"Schoenus villosus","T57",0,""
"Schoenus villosus","T31",0,""
"Schoenus villosus","T53",20,""
"Schoenus villosus","T4",0,""
"Schoenus villosus","T60",0,""
"Schoenus villosus","T10",0,""
"Schoenus villosus","T15",0,""
"Schoenus villosus","T50",0,""
"Schoenus villosus","T59",0,""
"Schoenus villosus","T27",0,""
"Schoenus villosus","T37",0,""
"Schoenus villosus","T42",0,""
"Schoenus villosus","T14",0,""
"Schoenus villosus","T46",0,""
"Schoenus villosus","T11",0,""
"Schoenus villosus","T1",0,""
"Schoenus villosus","T38",0,""
"Schoenus villosus","T33",0,""
"Schoenus villosus","T8",0,""
"Schoenus villosus","T18",0,""
"Schoenus villosus","T48",0,""
"Schoenus villosus","T35",0,""
"Schoenus villosus","T19",0,""
"Schoenus villosus","T47",0,""
"Schoenus villosus","T34",0,""
"Schoenus villosus","T17",0,""
"Schoenus villosus","T41",0,""
"Schoenus villosus","T13",0,""
"Schoenus villosus","T5",0,""
"Schoenus villosus","T26",0,""
"Schoenus villosus","T7",0,""
"Schoenus villosus","T22",0,""
"Schoenus villosus","T12",0,""
"Schoenus villosus","T20",0,""
"Schoenus villosus","T36",0,""
"Schoenus villosus","T16",0,""
"Schoenus villosus","T21",0,""
"Schoenus villosus","T2",0,""
"Schoenus villosus","T32",0,""
"Schoenus villosus","T6",0,""
"Schoenus villosus","T3",0,""
"Selaginella uliginosa","T19",8,""
"Selaginella uliginosa","T25",6,""
"Selaginella uliginosa","T44",0,""
"Selaginella uliginosa","T24",0,""
"Selaginella uliginosa","T29",0,""
"Selaginella uliginosa","T30",0,""
"Selaginella uliginosa","T33",0,""
"Selaginella uliginosa","T14",0,""
"Selaginella uliginosa","T8",0,""
"Selaginella uliginosa","T5",1,""
"Selaginella uliginosa","T18",1,""
"Selaginella uliginosa","T35",0,""
"Selaginella uliginosa","T57",1,""
"Selaginella uliginosa","T7",0,""
"Selaginella uliginosa","T32",5,""
"Selaginella uliginosa","T4",0,""
"Selaginella uliginosa","T31",3,""
"Selaginella uliginosa","T6",0,""
"Selaginella uliginosa","T3",0,""
"Selaginella uliginosa","T23",0,""
"Selaginella uliginosa","T48",0,""
"Selaginella uliginosa","T50",0,""
"Selaginella uliginosa","T45",6,""
"Selaginella uliginosa","T20",0,""
"Selaginella uliginosa","T17",11,""
"Selaginella uliginosa","T13",4,""
"Selaginella uliginosa","T15",0,""
"Selaginella uliginosa","T49",0,""
"Selaginella uliginosa","T39",21,""
"Selaginella uliginosa","T16",0,""
"Selaginella uliginosa","T36",13,""
"Selaginella uliginosa","T34",2,""
"Selaginella uliginosa","T9",0,""
"Selaginella uliginosa","T1",0,""
"Selaginella uliginosa","T38",0,""
"Selaginella uliginosa","T59",0,""
"Selaginella uliginosa","T28",1,""
"Selaginella uliginosa","T43",0,""
"Selaginella uliginosa","T40",0,""
"Selaginella uliginosa","T37",0,""
"Selaginella uliginosa","T42",0,""
"Selaginella uliginosa","T27",0,""
"Selaginella uliginosa","T2",0,""
"Selaginella uliginosa","T12",0,""
"Selaginella uliginosa","T53",0,""
"Selaginella uliginosa","T26",0,""
"Selaginella uliginosa","T60",0,""
"Selaginella uliginosa","T46",0,""
"Selaginella uliginosa","T21",0,""
"Selaginella uliginosa","T41",2,""
"Selaginella uliginosa","T11",13,""
"Selaginella uliginosa","T22",0,""
"Selaginella uliginosa","T47",0,""
"Selaginella uliginosa","T10",4,""
"Sowerbaea juncea","T28",1,""
"Sowerbaea juncea","T59",1,""
"Sowerbaea juncea","T13",2,""
"Sowerbaea juncea","T12",0,""
"Sowerbaea juncea","T27",1,""
"Sowerbaea juncea","T19",0,""
"Sowerbaea juncea","T14",0,""
"Sowerbaea juncea","T39",2,""
"Sowerbaea juncea","T60",0,""
"Sowerbaea juncea","T18",0,""
"Sowerbaea juncea","T3",0,""
"Sowerbaea juncea","T8",0,""
"Sowerbaea juncea","T33",9,""
"Sowerbaea juncea","T38",0,""
"Sowerbaea juncea","T43",1,""
"Sowerbaea juncea","T10",0,""
"Sowerbaea juncea","T15",0,""
"Sowerbaea juncea","T40",0,""
"Sowerbaea juncea","T47",0,""
"Sowerbaea juncea","T57",0,""
"Sowerbaea juncea","T9",1,""
"Sowerbaea juncea","T34",2,""
"Sowerbaea juncea","T44",0,""
"Sowerbaea juncea","T11",0,""
"Sowerbaea juncea","T26",0,""
"Sowerbaea juncea","T41",0,""
"Sowerbaea juncea","T5",0,""
"Sowerbaea juncea","T23",0,""
"Sowerbaea juncea","T36",0,""
"Sowerbaea juncea","T7",5,""
